        time         |   x    |   y    |  cell   |      rx_level       
 2007-05-28 00:00:00 | 162560 | 590490 | SBAKOV1 | -94.800003051757812
 2007-05-28 12:56:11 | 162560 | 590495 | SBAKOV1 | -95.199996948242188
 2007-05-28 12:56:10 | 162560 | 590500 | SBAKOV1 | -93.333297729492188
 2007-05-28 12:56:10 | 162560 | 590505 | SBAKOV1 |              -91.25
 2007-05-28 00:00:00 | 162565 | 590435 | SBAKOV1 |             -89.625
 2007-05-28 00:00:00 | 162565 | 590440 | SBAKOV1 |             -91.375
 2007-05-28 00:00:00 | 162565 | 590445 | SBAKOV1 |              -89.75
 2007-05-28 12:56:16 | 162565 | 590450 | SBAKOV1 |  -89.26190185546875
 2007-05-28 12:56:15 | 162565 | 590455 | SBAKOV1 | -91.400001525878906
 2007-05-28 00:00:00 | 162565 | 590460 | SBAKOV1 | -92.300003051757812
 2007-05-28 00:00:00 | 162565 | 590465 | SBAKOV1 |               -92.5
 2007-05-28 13:33:05 | 162565 | 590470 | SBAKOV1 | -94.333297729492188
 2007-05-28 13:33:10 | 162570 | 590405 | SBAKOV1 |                 -90
 2007-05-28 00:00:00 | 162570 | 590410 | SBAKOV1 |              -90.25
 2007-05-28 00:00:00 | 162570 | 590415 | SBAKOV1 | -91.833396911621094
 2007-05-28 00:00:00 | 162570 | 590420 | SBAKOV1 |                 -91
 2007-05-28 00:00:00 | 162570 | 590425 | SBAKOV1 | -91.599998474121094
 2007-05-28 12:56:17 | 162570 | 590430 | SBAKOV1 |                 -91
 2007-05-28 12:56:22 | 162575 | 590385 | SBAKOV1 |             -87.375
 2007-05-28 12:56:22 | 162575 | 590390 | SBAKOV1 |                 -86
 2007-05-28 12:56:21 | 162575 | 590395 | SBAKOV1 |                 -88
 2007-05-28 12:56:20 | 162575 | 590400 | SBAKOV1 | -91.416603088378906
 2007-05-28 12:56:20 | 162575 | 590405 | SBAKOV1 | -90.333297729492188
 2007-05-28 12:56:20 | 162575 | 590410 | SBAKOV1 |                 -93
 2007-05-28 12:56:24 | 162580 | 590365 | SBAKOV1 | -89.199996948242188
 2007-05-28 00:00:00 | 162580 | 590370 | SBAKOV1 |               -89.5
 2007-05-28 12:56:23 | 162580 | 590375 | SBAKOV1 |              -91.25
 2007-05-28 00:00:00 | 162580 | 590380 | SBAKOV1 |             -90.625
 2007-05-28 12:56:25 | 162585 | 590355 | SBAKOV1 | -90.714302062988281
 2007-05-28 00:00:00 | 162585 | 590360 | SBAKOV1 |               -90.5
 2007-05-28 13:33:14 | 162585 | 590365 | SBAKOV1 | -88.714302062988281
 2007-05-28 12:56:26 | 162590 | 590345 | SBAKOV1 |                 -91
 2007-05-28 12:56:25 | 162590 | 590350 | SBAKOV1 | -87.511398315429688
 2007-05-28 13:33:15 | 162590 | 590355 | SBAKOV1 | -86.400001525878906
 2007-05-28 12:56:28 | 162595 | 590325 | SBAKOV1 |                 -94
 2007-05-28 12:56:28 | 162595 | 590330 | SBAKOV1 |                 -87
 2007-05-28 12:56:27 | 162595 | 590335 | SBAKOV1 |                 -90
 2007-05-28 13:33:16 | 162595 | 590345 | SBAKOV1 |                 -91
 2007-05-28 12:56:29 | 162600 | 590310 | SBAKOV1 |                 -94
 2007-05-28 12:56:29 | 162600 | 590315 | SBAKOV1 | -94.800003051757812
 2007-05-28 12:56:28 | 162600 | 590320 | SBAKOV1 | -92.683296203613281
 2007-05-28 13:33:18 | 162600 | 590325 | SBAKOV1 |                 -91
 2007-05-28 13:33:17 | 162600 | 590330 | SBAKOV1 |                 -90
 2007-05-28 12:56:31 | 162605 | 590295 | SBAKOV1 | -92.599998474121094
 2007-05-28 12:56:30 | 162605 | 590300 | SBAKOV1 | -90.833297729492188
 2007-05-28 12:56:30 | 162605 | 590305 | SBAKOV1 | -91.791702270507812
 2007-05-28 13:33:19 | 162605 | 590310 | SBAKOV1 | -91.833297729492188
 2007-05-28 13:33:18 | 162605 | 590315 | SBAKOV1 |                 -92
 2007-05-28 12:56:32 | 162610 | 590280 | SBAKOV1 |             -94.875
 2007-05-28 00:00:00 | 162610 | 590285 | SBAKOV1 | -94.800003051757812
 2007-05-28 00:00:00 | 162610 | 590290 | SBAKOV1 | -92.841300964355469
 2007-05-28 13:33:20 | 162610 | 590295 | SBAKOV1 |                 -98
 2007-05-28 13:33:20 | 162610 | 590300 | SBAKOV1 |               -96.5
 2007-05-28 00:00:00 | 162615 | 590265 | SBAKOV1 |             -94.875
 2007-05-28 00:00:00 | 162615 | 590270 | SBAKOV1 | -91.458297729492188
 2007-05-28 00:00:00 | 162615 | 590275 | SBAKOV1 | -91.550003051757812
 2007-05-28 13:33:22 | 162615 | 590280 | SBAKOV1 |              -94.25
 2007-05-28 00:00:00 | 162620 | 590255 | SBAKOV1 |               -96.5
 2007-05-28 00:00:00 | 162620 | 590260 | SBAKOV1 | -95.050003051757812
 2007-05-28 12:56:36 | 162625 | 590240 | SBAKOV1 | -93.666702270507812
 2007-05-28 00:00:00 | 162625 | 590245 | SBAKOV1 | -96.533302307128906
 2007-05-28 12:56:35 | 162625 | 590250 | SBAKOV1 |                 -95
 2007-05-28 12:56:47 | 162630 | 590170 | SBAKOV1 |                 -95
 2007-05-28 12:56:38 | 162630 | 590230 | SBAKOV1 |              -94.75
 2007-05-28 12:56:37 | 162630 | 590235 | SBAKOV1 | -94.791702270507812
 2007-05-28 12:56:36 | 162630 | 590240 | SBAKOV1 | -91.666702270507812
 2007-05-28 13:33:25 | 162630 | 590245 | SBAKOV1 | -93.666702270507812
 2007-05-28 13:33:39 | 162635 | 590115 | SBAKOV1 |               -92.5
 2007-05-28 13:33:39 | 162635 | 590120 | SBAKOV1 |                 -90
 2007-05-28 13:33:38 | 162635 | 590125 | SBAKOV1 | -87.800003051757812
 2007-05-28 13:33:38 | 162635 | 590130 | SBAKOV1 | -89.400001525878906
 2007-05-28 13:33:37 | 162635 | 590135 | SBAKOV1 | -92.333297729492188
 2007-05-28 13:33:37 | 162635 | 590140 | SBAKOV1 | -90.333297729492188
 2007-05-28 13:33:36 | 162635 | 590145 | SBAKOV1 | -89.571403503417969
 2007-05-28 13:33:36 | 162635 | 590150 | SBAKOV1 | -94.199996948242188
 2007-05-28 13:33:35 | 162635 | 590155 | SBAKOV1 |                 -97
 2007-05-28 13:33:34 | 162635 | 590160 | SBAKOV1 |              -92.25
 2007-05-28 13:33:34 | 162635 | 590165 | SBAKOV1 |             -91.875
 2007-05-28 12:56:46 | 162635 | 590170 | SBAKOV1 | -95.461502075195312
 2007-05-28 12:56:45 | 162635 | 590175 | SBAKOV1 |               -91.5
 2007-05-28 12:56:39 | 162635 | 590220 | SBAKOV1 |                 -94
 2007-05-28 00:00:00 | 162635 | 590225 | SBAKOV1 | -95.583396911621094
 2007-05-28 13:33:27 | 162635 | 590230 | SBAKOV1 |              -94.25
 2007-05-28 13:33:40 | 162640 | 590105 | SBAKOV1 | -94.599998474121094
 2007-05-28 13:33:40 | 162640 | 590110 | SBAKOV1 |                 -93
 2007-05-28 13:33:33 | 162640 | 590170 | SBAKOV1 | -92.400001525878906
 2007-05-28 12:56:44 | 162640 | 590175 | SBAKOV1 |     -95.61669921875
 2007-05-28 00:00:00 | 162640 | 590180 | SBAKOV1 |              -97.25
 2007-05-28 12:56:42 | 162640 | 590185 | SBAKOV1 |              -94.75
 2007-05-28 12:56:42 | 162640 | 590190 | SBAKOV1 | -96.123397827148438
 2007-05-28 00:00:00 | 162640 | 590195 | SBAKOV1 |              -95.75
 2007-05-28 00:00:00 | 162640 | 590200 | SBAKOV1 | -94.800003051757812
 2007-05-28 12:56:40 | 162640 | 590205 | SBAKOV1 |             -95.875
 2007-05-28 12:56:39 | 162640 | 590210 | SBAKOV1 | -93.842796325683594
 2007-05-28 12:56:39 | 162640 | 590215 | SBAKOV1 |               -91.5
 2007-05-28 13:33:42 | 162645 | 590090 | SBAKOV1 |               -93.5
 2007-05-28 13:33:41 | 162645 | 590095 | SBAKOV1 |                 -95
 2007-05-28 13:33:41 | 162645 | 590100 | SBAKOV1 |               -96.5
 2007-05-28 13:33:43 | 162650 | 590080 | SBAKOV1 |                 -95
 2007-05-28 13:33:42 | 162650 | 590085 | SBAKOV1 | -89.888900756835938
 2007-05-28 13:33:44 | 162655 | 590070 | SBAKOV1 |                 -87
 2007-05-28 13:33:44 | 162655 | 590075 | SBAKOV1 | -90.222198486328125
 2007-05-28 13:33:45 | 162660 | 590060 | SBAKOV1 |              -82.25
 2007-05-28 13:33:45 | 162660 | 590065 | SBAKOV1 |              -84.25
 2007-05-28 13:33:45 | 162660 | 590070 | SBAKOV1 | -86.666702270507812
 2007-05-28 13:33:46 | 162665 | 590050 | SBAKOV1 |              -86.75
 2007-05-28 13:33:46 | 162665 | 590055 | SBAKOV1 | -83.833297729492188
 2007-05-28 13:33:47 | 162670 | 590040 | SBAKOV1 |               -84.5
 2007-05-28 13:33:47 | 162670 | 590045 | SBAKOV1 |              -83.75
 2007-05-28 13:33:48 | 162675 | 590035 | SBAKOV1 | -80.400001525878906
 2007-05-28 13:33:49 | 162680 | 590025 | SBAKOV1 | -82.599998474121094
 2007-05-28 13:33:48 | 162680 | 590030 | SBAKOV1 | -81.857101440429688
 2007-05-28 13:33:50 | 162685 | 590015 | SBAKOV1 | -77.400001525878906
 2007-05-28 13:33:49 | 162685 | 590020 | SBAKOV1 | -80.285697937011719
 2007-05-28 13:33:50 | 162690 | 590010 | SBAKOV1 |                 -75
 2007-05-28 13:33:50 | 162695 | 590005 | SBAKOV1 | -76.111099243164062
 2007-05-28 13:33:52 | 162700 | 589995 | SBAKOV1 | -76.428596496582031
