        time         |   y    |   x    |  cell   |        rscp         
 2004-10-29 00:00:00 | 410640 | 126760 | KZLATA  | -74.900000000000006
 2004-10-29 00:00:00 | 410650 | 126390 | KZLATA  | -101.59999999999999
 2004-10-29 00:00:00 | 410650 | 126410 | KZLATA  |              -101.7
 2004-10-29 00:00:00 | 410650 | 126420 | KZLATA  | -101.65000000000001
 2004-10-29 00:00:00 | 410650 | 126760 | KZLATA  | -76.400000000000006
 2004-10-29 00:00:00 | 410660 | 126390 | KZLATA  |              -103.3
 2004-10-29 00:00:00 | 410660 | 126430 | KZLATA  |             -103.25
 2004-10-29 00:00:00 | 410660 | 126540 | KZLATA  |                 -98
 2004-10-29 00:00:00 | 410660 | 126550 | KZLATA  | -98.400000000000006
 2004-10-29 00:00:00 | 410660 | 126730 | KZLATA  | -62.100000000000001
 2004-10-29 00:00:00 | 410670 | 126390 | KZLATA  |              -108.7
 2004-10-29 00:00:00 | 410670 | 126440 | KZLATA  |              -107.3
 2004-10-29 00:00:00 | 410670 | 126450 | KZLATA  | -111.40000000000001
 2004-10-29 00:00:00 | 410670 | 126520 | KZLATA  | -99.099999999999994
 2004-10-29 00:00:00 | 410670 | 126540 | KZLATA  |              -104.2
 2004-10-29 00:00:00 | 410670 | 126730 | KZLATA  | -65.299999999999997
 2004-10-29 00:00:00 | 410670 | 126750 | KZLATA  | -81.299999999999997
 2004-10-29 00:00:00 | 410680 | 126400 | KZLATA  |              -103.5
 2004-10-29 00:00:00 | 410680 | 126450 | KZLATA  |              -108.3
 2004-10-29 00:00:00 | 410680 | 126460 | KZLATA  |                -111
 2004-10-29 00:00:00 | 410680 | 126470 | KZLATA  | -103.59999999999999
 2004-10-29 00:00:00 | 410680 | 126480 | KZLATA  |              -103.5
 2004-10-29 00:00:00 | 410680 | 126490 | KZLATA  |              -106.3
 2004-10-29 00:00:00 | 410680 | 126500 | KZLATA  |              -106.8
 2004-10-29 00:00:00 | 410680 | 126740 | KZLATA  | -91.900000000000006
 2004-10-29 00:00:00 | 410690 | 126400 | KZLATA  |              -110.5
 2004-10-29 00:00:00 | 410690 | 126510 | KZLATA  |              -100.3
 2004-10-29 00:00:00 | 410690 | 126720 | KZLATA  |               -88.5
 2004-10-29 00:00:00 | 410700 | 126410 | KZLATA  |              -109.8
 2004-10-29 00:00:00 | 410710 | 126420 | KZLATB  | -107.09999999999999
 2004-10-29 00:00:00 | 410710 | 126680 | KZLATA  | -88.599999999999994
 2004-10-29 00:00:00 | 410720 | 126430 | KZLATA  |              -109.3
 2004-10-29 00:00:00 | 410720 | 126670 | KZLATA  | -87.700000000000003
 2004-10-29 00:00:00 | 410730 | 126440 | KZLATA  | -112.09999999999999
 2004-10-29 00:00:00 | 410730 | 126680 | KZLATA  | -98.700000000000003
 2004-10-29 00:00:00 | 410740 | 126450 | KZLATA  | -106.59999999999999
 2004-10-29 00:00:00 | 410750 | 126460 | KZLATA  | -106.59999999999999
 2004-10-29 00:00:00 | 410760 | 126470 | KZLATA  |                -111
 2004-10-29 00:00:00 | 410760 | 126630 | KZLATA  | -95.950000000000003
 2004-10-29 00:00:00 | 410760 | 126640 | KZLATA  |                -103
 2004-10-29 00:00:00 | 410770 | 126650 | KZLATA  | -97.799999999999997
 2004-10-29 00:00:00 | 410780 | 126480 | KZLATA  |              -105.2
 2004-10-29 00:00:00 | 410780 | 126660 | KZLATA  |              -102.3
 2004-10-29 00:00:00 | 410790 | 126490 | KZLATA  |              -110.8
 2004-10-29 00:00:00 | 410790 | 126600 | KZLATA  |              -104.2
 2004-10-29 00:00:00 | 410800 | 126500 | KZLATA  |              -112.3
 2004-10-29 00:00:00 | 410800 | 126600 | KZLATA  |                -104
 2004-10-29 00:00:00 | 410810 | 126590 | KZLATA  | -103.40000000000001
 2004-10-29 00:00:00 | 410820 | 126510 | KZLATA  |              -114.7
 2004-10-29 00:00:00 | 410820 | 126580 | KZLATB  |              -105.8
 2004-10-29 00:00:00 | 410830 | 126530 | KZLATA  | -109.59999999999999
 2004-10-29 00:00:00 | 410840 | 126550 | KZLATA  |              -108.8
 2004-10-29 00:00:00 | 410840 | 126560 | KZLATA  |              -112.2
 2004-10-29 00:00:00 | 410840 | 126660 | KZLATA  | -97.799999999999997
 2004-10-29 00:00:00 | 410850 | 126660 | KZLATA  | -96.400000000000006
 2004-10-29 00:00:00 | 410860 | 126670 | KZLATA  | -95.299999999999997
 2004-10-29 00:00:00 | 410870 | 126670 | KZLATA  | -93.099999999999994
 2004-10-29 00:00:00 | 410890 | 126680 | KZLATA  | -89.700000000000003
 2004-10-29 00:00:00 | 410910 | 126680 | KZLATA  | -92.799999999999997
 2004-10-29 00:00:00 | 410920 | 126690 | KZLATA  | -89.099999999999994
 2004-10-29 00:00:00 | 410940 | 126700 | KZLATA  | -92.200000000000003
 2004-10-29 00:00:00 | 410960 | 126700 | KZLATA  | -87.700000000000003
 2004-10-29 00:00:00 | 410980 | 126710 | KZLATA  |                 -97
 2004-10-29 00:00:00 | 411010 | 126720 | KZLATA  | -92.900000000000006
 2004-10-29 00:00:00 | 411030 | 126730 | KZLATA  | -100.09999999999999
 2004-10-29 00:00:00 | 411050 | 126730 | KZLATA  | -99.599999999999994
 2004-10-29 00:00:00 | 411070 | 126740 | KZLATA  |              -103.8
